"T","P",SMILES,co2,Cation,Anion
303.15,260.0,CCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.323,CCCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,2525.0,CCOP(=O)([O-])OCC.CCn1cc[n+](C)c1,0.131,CCn1cc[n+](C)c1,CCOP(=O)([O-])OCC
313.2,2590.0,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.16,CC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
363.25,2030.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,0.242,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,N#C[N-]C#N
343.15,3470.0,CC[NH+]1C=CN(C)C1.N#C[C-](C#N)C#N,0.296,CC[NH+]1C=CN(C)C1,N#C[C-](C#N)C#N
313.15,2538.3,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.6155,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.25,1893.0,CCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.1541,CCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
373.15,69200.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.706,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
298.2,1300.0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,0.297,c1ccc(C[n+]2ccccc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.2,3060.0,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.c1ccc(C[n+]2ccccc2)cc1,0.499,c1ccc(C[n+]2ccccc2)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
322.8,500.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.055,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
333.38,6550.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.399,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
318.15,350.0,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1.91,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-]
338.15,75.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.013,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.82,5250.0,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.4076,CCCCCC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
298.1,999.9,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,0.16,CC[n+]1ccn(C)c1,O=C([O-])C(F)(F)F
353.15,4777.0,CCCC[n+]1ccn(C)c1.Cl[Fe-](Cl)(Cl)Cl,0.318,CCCC[n+]1ccn(C)c1,Cl[Fe-](Cl)(Cl)Cl
363.15,25100.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7189,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.2,9450.0,CC[NH+]1C=CN(C)C1.O=S(=O)([O-])C(F)(F)C(F)F,0.524,CC[NH+]1C=CN(C)C1,O=S(=O)([O-])C(F)(F)C(F)F
298.15,1292.0,CCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.2565,CCCCCCCCn1cc[n+](C)c1,N#C[C-](C#N)C#N
353.15,169.0,C[n+]1ccn(CCO)c1.F[P-](F)(F)(F)(F)F,0.009,C[n+]1ccn(CCO)c1,F[P-](F)(F)(F)(F)F
323.15,1749.4,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.28491,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,3100.0,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.4424,CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.2,6080.0,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.565,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F
323.15,458.0,CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.227,CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
373.15,87700.0,CCCC[n+]1ccn(C)c1.N#CC(C#N)C#N,0.73,CCCC[n+]1ccn(C)c1,N#CC(C#N)C#N
298.15,793.0,CCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.1701,CCCCCCCCn1cc[n+](C)c1,N#C[C-](C#N)C#N
333.09,3050.0,CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.343,CCCC[N+]1(C)CCCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.15,1893.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.4402,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.13,4.26,C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00077,C[NH+]1C=CN(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,9770.0,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],0.4486,CCCC[n+]1ccn(C)c1,COCCOCCOS(=O)(=O)[O-]
323.15,999.6,CC[N+](C)(CC)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.171,CC[N+](C)(CC)CCOC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,6850.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,0.7134,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCOS(=O)(=O)c1ccccc1
343.15,999.8,CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.102,CCC[N+]1(C)CCCC1,O=S(=O)(F)[N-]S(=O)(=O)F
343.15,12550.0,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.776,CCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
364.03,7440.0,CCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.5007,CCCCCC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
323.15,334.0,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.0603,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
373.2,14390.0,CCCC[P+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.631,CCCC[P+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.1,1299.9,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.287,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
293.15,350.0,C=C[n+]1ccn(CCCC)c1.NCC(=O)[O-],0.41,C=C[n+]1ccn(CCCC)c1,NCC(=O)[O-]
303.37,1270.0,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.198,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
308.48,3800.0,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.41,CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
323.15,251.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0293,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
313.15,3810.0,C[NH+](CCO)CCO.[Cl-],0.8645,C[NH+](CCO)CCO,[Cl-]
333.15,11800.0,CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.591,CCCC[n+]1ccn(C)c1,CC(=O)[O-]
313.0,6680.0,CCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,0.536,CCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F
298.2,700.0,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.141,CCCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
363.15,2640.0,CCCCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.158,CCCCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
343.2,1730.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.235,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
343.0,8350.0,CCCC(=O)[O-].C[NH2+]CCO,0.394,C[NH2+]CCO,CCCC(=O)[O-]
308.2,2930.0,CCCCCCCC[NH+]1C=CN(C)C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.315,CCCCCCCC[NH+]1C=CN(C)C1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
363.53,10078.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.702,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
318.2,1400.0,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.257,CCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.13,1200.0,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.226,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
283.15,1100.0,CCCC[n+]1ccn(C)c1C.F[P-](F)(F)(F)(F)F,0.19,CCCC[n+]1ccn(C)c1C,F[P-](F)(F)(F)(F)F
332.55,10750.0,CCCCN1C=C[NH+](CCCC)C1.CS(=O)(=O)[O-],0.6494,CCCCN1C=C[NH+](CCCC)C1,CS(=O)(=O)[O-]
298.1,1299.5,CCCC[n+]1ccn(C)c1.O=C([O-])CNCC(=O)[O-],0.305,CCCC[n+]1ccn(C)c1,O=C([O-])CNCC(=O)[O-]
307.55,1750.0,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.99,CCCC[n+]1ccn(C)c1,F[B-](F)(F)F
302.4,1409.0,CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.371,CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
323.15,3198.1,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1.707,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
333.15,1870.0,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.3418,CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
353.15,121.7,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.016,Cn1cc[n+](CCO)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.23,4040.0,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.455,CCCC[n+]1ccn(C)c1,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
323.15,3502.0,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1.571,CCCCCC[n+]1ccn(C)c1,O=[N+]([O-])[O-]
323.15,1500.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,0.2716,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCOS(=O)(=O)c1ccccc1
324.15,5300.0,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.4574,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
318.2,20.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0083,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.15,6550.0,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5073,CCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.15,67500.0,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.616,CCCC[n+]1ccn(C)c1,N#C[N-]C#N
323.15,1500.2,Cn1cc[n+](CCCCS(=O)(=O)O)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.183,Cn1cc[n+](CCCCS(=O)(=O)O)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
322.25,2600.0,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.1536,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-]
303.15,5900.0,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7309,CCCCCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.15,81.0,CC(N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1.004,CCCC[n+]1ccn(C)c1,CC(N)C(=O)[O-]
348.12,1840.0,CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,0.269,CCCC[n+]1ccc(C)cc1,N#C[C-](C#N)C#N
303.1,33100.0,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7802,CCCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
373.15,7630.0,CC[n+]1ccn(C)c1.[Cl-],0.195,CC[n+]1ccn(C)c1,[Cl-]
353.08,3610.0,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,0.225,CCCC[n+]1ccn(C)c1,O=C([O-])C(F)(F)F
308.15,1192.0,CCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.1995,CCCCCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
333.4,2280.0,CCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.387,CCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
343.15,53800.0,CCCCCC[n+]1ccn(C)c1.N#C[S-],0.562,CCCCCC[n+]1ccn(C)c1,N#C[S-]
342.05,7950.0,CCCCN1C=C[NH+](CCCC)C1.CS(=O)(=O)[O-],0.5112,CCCCN1C=C[NH+](CCCC)C1,CS(=O)(=O)[O-]
333.15,1887.0,CCCC[n+]1ccccc1.F[B-](F)(F)F,0.18,CCCC[n+]1ccccc1,F[B-](F)(F)F
318.2,1460.0,CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.109,CCCCCC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
327.46,6240.0,CC(O)C(=O)[O-].CN(C)C(=N)[NH+](C)C,2.249,CN(C)C(=N)[NH+](C)C,CC(O)C(=O)[O-]
363.12,5471.0,CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.3,CCCC[n+]1ccn(C)c1,N#C[C-](C#N)C#N
303.35,1680.0,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.479,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C
344.55,5450.0,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.5012,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
344.55,10100.0,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6477,CCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.1,1300.0,CC(=O)[O-].CC[n+]1ccn(C)c1,0.3841,CC[n+]1ccn(C)c1,CC(=O)[O-]
313.2,5780.0,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.432,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F
313.15,1499.94,COCC[n+]1ccccc1.N#C[C-](C#N)C#N,0.404,COCC[n+]1ccccc1,N#C[C-](C#N)C#N
303.15,3390.0,CCCC[n+]1ccn(C)c1.N#C[S-],0.294,CCCC[n+]1ccn(C)c1,N#C[S-]
323.2,1250.8,CC[NH3+].O=[N+]([O-])[O-],0.036,CC[NH3+],O=[N+]([O-])[O-]
318.15,11991.0,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.713,CCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
343.15,1000.3,C[NH+]1C=CN(CCCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.108,C[NH+]1C=CN(CCCO)C1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
318.2,4080.0,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.36,CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F
303.15,27800.0,CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.718,CCCCCCn1cc[n+](C)c1,N#C[C-](C#N)C#N
298.2,399.8,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.068,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)F
313.15,4710.0,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.318,CCCC[n+]1ccn(C)c1,COS(=O)(=O)[O-]
353.16,943.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],0.164,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-]
341.76,3052.0,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.303,CC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.15,26300.0,CCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7853,CCCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,2204.9,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1.131,CCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
313.15,274.8,CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.154,CC[n+]1ccn(C)c1,F[B-](F)(F)F
333.15,57360.0,CC[n+]1ccn(C)c1.N#C[S-],0.459,CC[n+]1ccn(C)c1,N#C[S-]
353.15,1223.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1727,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.0,20000.0,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],7.9e-05,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-]
371.46,9170.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.4866,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,64200.0,CCCC[n+]1ccn(C)c1.N#C[S-],0.498,CCCC[n+]1ccn(C)c1,N#C[S-]
318.2,302.0,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.015,CC[n+]1ccn(C)c1,CCOS(=O)(=O)[O-]
331.85,12050.0,CCCCN1C=C[NH+](CCCC)C1.CS(=O)(=O)[O-],0.6814,CCCCN1C=C[NH+](CCCC)C1,CS(=O)(=O)[O-]
298.15,1892.0,CCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.3442,CCCCCCCCn1cc[n+](C)c1,N#C[C-](C#N)C#N
338.14,199.9,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.028,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
308.15,6000.0,CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.4824,CC[n+]1ccn(C)c1,F[B-](F)(F)F
333.15,12060.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.6745,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.1,1758.0,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7121,CCCC[N+]1(C)CCCC1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.15,39.5,C=C[n+]1ccn(CCCC)c1.N=C(N)NCCCC(N)C(=O)[O-],0.088,C=C[n+]1ccn(CCCC)c1,N=C(N)NCCCC(N)C(=O)[O-]
363.21,2827.0,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.2,CCCCCCCCn1cc[n+](C)c1,F[B-](F)(F)F
362.68,4400.0,CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.351,CCCCCn1cc[n+](C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
313.5,8720.0,CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.5642,CCCC[N+]1(C)CCCC1,N#C[N-]C#N
353.15,1767.7,CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.191,CC[n+]1ccn(C)c1,N#C[B-](C#N)(C#N)C#N
313.36,4.77,CC(=O)[O-].CC[n+]1ccn(C)c1,0.1383,CC[n+]1ccn(C)c1,CC(=O)[O-]
298.1,999.6,CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,0.172,CCCC[n+]1ccn(C)c1,O=C([O-])C(F)(F)F
313.03,371.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],0.164,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,[Cl-]
333.15,7560.0,CC(=O)[O-].CC[n+]1ccn(C)c1,0.535,CC[n+]1ccn(C)c1,CC(=O)[O-]
303.85,2980.0,CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.4896,CCCCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F
333.24,5990.0,C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.479,C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
298.15,99.8,CCCC[P+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,CCCC[P+](C)(CCCC)CCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
323.15,1050.0,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.169,CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
333.15,17000.0,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.77,CCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F
303.15,4750.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCCCCOS(=O)(=O)c1ccccc1,0.7134,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,CCCCCCCCCCCCOS(=O)(=O)c1ccccc1
334.35,13800.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7208,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
303.2,5670.0,CCCCCCCC[NH+]1C=CN(C)C1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.702,CCCCCCCC[NH+]1C=CN(C)C1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
371.5,903.0,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0847,CCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
